별점,리뷰,,,,,,,,,,,,,,,,,,
5,예쁘다,따뜻하다,아주,좋다,,,,,,,,,,,,,,,
4,좋다,좋다,크다,,,,,,,,,,,,,,,,
5,애가,좋아하다,이쁘다,,,,,,,,,,,,,,,,
5,아들,완전하다,만족하다,따뜻하다,추워지다,,,,,,,,,,,,,,
5,남편,사주다,만족하다,감사하다,,,,,,,,,,,,,,,
5,생각,괜찮다,편하다,,,,,,,,,,,,,,,,
5,예쁘다,실물,최고,,,,,,,,,,,,,,,,
5,빠르다,배송,제품,만족하다,,,,,,,,,,,,,,,
4,원하다,사주다,마음,요즘,좋다,,,,,,,,,,,,,,
5,가격,대비,좋다,,,,,,,,,,,,,,,,
4,아주,좋다,배송,빠르다,좋다,,,,,,,,,,,,,,
5,상품,배송,만족하다,,,,,,,,,,,,,,,,
5,딸아이,좋아하다,예쁘다,,,,,,,,,,,,,,,,
5,유명하다,좋아하다,주문,적당하다,낭랑하다,끼다,입다,좋다,따뜻하다,안감,마감,나쁘다,다리,짧다,체형,엉덩이,덮이다,길이,사진
5,기모,좋다,맨날,입다,,,,,,,,,,,,,,,
3,옷털,빠지다,날리다,,,,,,,,,,,,,,,,
5,생각,살짝,오버,좋다,예쁘다,후드,커서,좋다,,,,,,,,,,,
5,입어보다,편안하다,따뜻하다,자주,,,,,,,,,,,,,,,
5,질도,좋다,,,,,,,,,,,,,,,,,
5,친구,입어보다,만족하다,입다,묻다,세탁,괜찮다,,,,,,,,,,,,
5,입다,크다,사이즈,주문,옷감,부들부들하다,착용,좋다,원하다,,,,,,,,,,
4,생각,크다,편하다,,,,,,,,,,,,,,,,
5,딸내미,이쁘다,입다,,,,,,,,,,,,,,,,
5,사이즈,고민,키도,작고,후드,사이즈,사서,크다,생각,주문,이쁘다,사이즈,,,,,,,
5,사이즈,맞다,배송,좋다,,,,,,,,,,,,,,,
4,도톰하다,재질,,,,,,,,,,,,,,,,,
4,따뜻하다,사이즈,적당하다,좋다,,,,,,,,,,,,,,,
3,처음,구매,걸치다,좋다,자주,애용,,,,,,,,,,,,,
5,배송,빠르다,상품,,,,,,,,,,,,,,,,
5,편하다,입다,사이즈,아주,좋다,우연히,후드,소매,제외,아직도,멀쩡하다,믿다,빨다,전체,형태,주름,친구,,
3,얇다,기모,간절기,딱이다,,,,,,,,,,,,,,,
5,좋다,재질,좋다,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,
5,좋다,모자,두껍다,모양,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,
4,옅다,기모,기모,만족,,,,,,,,,,,,,,,
5,교복,좋다,,,,,,,,,,,,,,,,,
4,달리다,운동화,,,,,,,,,,,,,,,,,
5,사이즈,맞다,,,,,,,,,,,,,,,,,
5,도톰하다,꽃샘추위,거뜬하다,이기다,,,,,,,,,,,,,,,
5,상품,아주,,,,,,,,,,,,,,,,,
5,사이즈,딱이다,예쁘다,,,,,,,,,,,,,,,,
5,치수,크다,주문,예쁘다,,,,,,,,,,,,,,,
3,아주,입다,,,,,,,,,,,,,,,,,
5,아주,입다,감사하다,,,,,,,,,,,,,,,,
5,디자인,착용,만족,,,,,,,,,,,,,,,,
5,딸내미,달라,사주다,만족하다,,,,,,,,,,,,,,,
5,두께,강도,가격,비다,소재,좋다,브랜드,소재,가격,좋다,자주,이쁘다,구매,좋다,,,,,
5,입다,크다,크다,스타일,입다,이쁘다,고려,만해,,,,,,,,,,,
5,모자,커서,좋다,,,,,,,,,,,,,,,,
4,안쪽,촉감,좋다,스타일,좋다,,,,,,,,,,,,,,
5,편하다,입다,좋다,,,,,,,,,,,,,,,,
3,번째,구매,,,,,,,,,,,,,,,,,
3,이쁘다,,,,,,,,,,,,,,,,,,
5,좋다,,,,,,,,,,,,,,,,,,
5,마감,깨끗하다,이쁘다,,,,,,,,,,,,,,,,
4,이쁘다,입다,,,,,,,,,,,,,,,,,
5,좋다,검은색,입다,붙다,,,,,,,,,,,,,,,
5,크다,원하다,크다,따뜻하다,촉감,좋다,,,,,,,,,,,,,
5,예쁘다,편하다,가성비,좋다,친구,재질,좋다,깜짝,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,
5,아들,사주다,마음,,,,,,,,,,,,,,,,
5,아들,만족하다,,,,,,,,,,,,,,,,,
5,예쁘다,배송,두꼐,적당하다,라인,잡다,무적,잡히다,루스,,,,,,,,,,
5,조카,선물,사주다,크다,조카,만족하다,,,,,,,,,,,,,
5,중학생,딸아이,아주,입다,밝다,그레이,컬러,따뜻하다,검정,입다,희다,묻다,단점,이기다,세탁,괜찮다,,,
4,맞다,크다,맞다,이쁘다,입히다,세탁,안감,흰색,입다,무지,묻다,세탁,건조기,흰색 ,묻다,편하다,분명하다,,
5,생각,살짝,오버핏,,,,,,,,,,,,,,,,
5,생각,팔이,예쁘다,따뜻하다,편하다,입다,,,,,,,,,,,,,
5,아들,예쁘다,입다,입다,가오리,,,,,,,,,,,,,,
3,아들,입다,깔끔하다,,,,,,,,,,,,,,,,
5,딸아이,좋아하다,최근,인터넷,쇼핑,,,,,,,,,,,,,,
5,사이즈,맞다,좋다,주문,,,,,,,,,,,,,,,
5,좋다,,,,,,,,,,,,,,,,,,
4,디자인,예쁘다,후드,,,,,,,,,,,,,,,,
4,적당하다,맞다,좋다,,,,,,,,,,,,,,,,
4,색상,얇다,겨울,입다,,,,,,,,,,,,,,,
5,여자,입다,작다,가오리,어께,크다,남동색,예쁘다,입다,단일,기모,아주,좋다,,,,,,
5,아주,마음,,,,,,,,,,,,,,,,,
5,이쁘다,가격,대비,좋다,,,,,,,,,,,,,,,
5,예쁘다,기모,입다,,,,,,,,,,,,,,,,
5,생각,이쁘다,,,,,,,,,,,,,,,,,
5,이쁘다,마음,,,,,,,,,,,,,,,,,
5,이쁘다,,,,,,,,,,,,,,,,,,
5,좋다,친구,굿,,,,,,,,,,,,,,,,
5,좋다,,,,,,,,,,,,,,,,,,
5,탄탄하다,넉넉하다,좋다,,,,,,,,,,,,,,,,
3,나름,괜찮다,,,,,,,,,,,,,,,,,
5,훌륭하다,재질,칼라,완벽,,,,,,,,,,,,,,,
5,편하다,입다,좋다,,,,,,,,,,,,,,,,
5,무지,입다,평범하다,예쁘다,,,,,,,,,,,,,,,
4,입다,덥다,한국인,모델,별로,많다,그레이,후드,집업,특색,구매,제품,구매,없다,,,,,
4,편하다,입다,탄탄하다,,,,,,,,,,,,,,,,
5,아들,아주,만족하다,입다,이쁘다,,,,,,,,,,,,,,
5,가격,대비,상당하다,고급스럽다,마감,좋다,,,,,,,,,,,,,
4,기모,묻다,,,,,,,,,,,,,,,,,
4,독특하다,좋다,예쁘다,,,,,,,,,,,,,,,,
4,편하다,입다,처음,빠지다,괜찮다,,,,,,,,,,,,,,
3,길이,짧다,디자인,만족하다,,,,,,,,,,,,,,,
5,쓰다,,,,,,,,,,,,,,,,,,
5,좋아하다,이쁘다,,,,,,,,,,,,,,,,,
5,널널,크다,좋다,입다,,,,,,,,,,,,,,,
4,탄탄하다,소재,안감,따뜻하다,추천,,,,,,,,,,,,,,
5,여유,맞다,,,,,,,,,,,,,,,,,
5,예쁘다,간절기,입다,좋다,,,,,,,,,,,,,,,
4,좋아하다,,,,,,,,,,,,,,,,,,
5,딸아이,예쁘다,어울리다,,,,,,,,,,,,,,,,
5,따뜻하다,좋다,좋다,,,,,,,,,,,,,,,,
5,친구,생일,선물,사진,친구,깔끔하다,괜찮다,굉장하다,좋아하다,,,,,,,,,,
4,보들보들하다,좋다,편하다,,,,,,,,,,,,,,,,
5,이쁘다,입다,적당하다,이쁘다,,,,,,,,,,,,,,,
5,추천,친구,선물,해주다,무난,오래,예쁘다,,,,,,,,,,,,
5,배송,빠르다,편하다,입다,,,,,,,,,,,,,,,
5,가격,대비,만족,,,,,,,,,,,,,,,,
2,적당하다,편하다,안감,묻다,지퍼,마감,불량,교환,입다,꿰매다,입다,,,,,,,,
5,입다,불편하다,사이즈,적당하다,자주,,,,,,,,,,,,,,
5,가격,대비,품질,좋다,,,,,,,,,,,,,,,
5,편하다,좋다,,,,,,,,,,,,,,,,,
5,사이즈,가격,좋다,,,,,,,,,,,,,,,,
5,기모,넉넉하다,짱짱하다,,,,,,,,,,,,,,,,
4,흰색,빠지다,,,,,,,,,,,,,,,,,
5,아주,편하다,딸아이,좋아하다,,,,,,,,,,,,,,,
3,기본,그레이,후드,어께,디자인,박음질,건지다,착용,주머니,뜯기다,,,,,,,,,
4,사이즈,크다,아주,루스,입다,추천,,,,,,,,,,,,,
4,중학생,딸아이,고르다,원하다,스타일,,,,,,,,,,,,,,
5,실망,퀄리티,가격,대비,느낌,로고,자수,예쁘다,,,,,,,,,,,
5,딸아이,좋아하다,,,,,,,,,,,,,,,,,
5,가성비,좋다,,,,,,,,,,,,,,,,,
5,마음,,,,,,,,,,,,,,,,,,
4,옷감,좋다,입다,딱이다,,,,,,,,,,,,,,,
5,예쁘다,요즘,날씨,입다,좋다,아주,좋다,배송,빠르다,,,,,,,,,,
5,엉덩이,덮다,오버,사이즈,좋다,,,,,,,,,,,,,,
5,기모,살짝,들어가다,소재,고급,,,,,,,,,,,,,,
5,검은색,입다,주문,입다,,,,,,,,,,,,,,,
5,소재,부드럽다,넉넉하다,엉덩이,덮다,크다,,,,,,,,,,,,,
5,입다,편하다,재질,좋다,,,,,,,,,,,,,,,
5,예쁘다,입다,,,,,,,,,,,,,,,,,
5,아들,주문,좋아하다,감사하다,,,,,,,,,,,,,,,
4,기본,후드,아들,크다,요즘,크게,입다,모델,,,,,,,,,,,
5,중학교,입학,입다,넉넉하다,예쁘다,,,,,,,,,,,,,,
5,마르다,체격,사이즈,좋다,체격,남자,딱이다,,,,,,,,,,,,
5,ㅇ자,입다,사이즈,크다,입다,남편,맞다,여자,무조건,작다,추천,,,,,,,,
4,엄마,입다,크다,아빠,입다,작고,신랑,입다,,,,,,,,,,,
4,늦가을,쌀쌀하다,아주,따뜻하다,입다,,,,,,,,,,,,,,
5,예쁘다,,,,,,,,,,,,,,,,,,
5,사이즈,크다,입다,편하다,,,,,,,,,,,,,,,
5,스타일,후드,집업,번째,굿,,,,,,,,,,,,,,
5,가볍다,보온,아주,좋다,,,,,,,,,,,,,,,
5,이쁘다,좋다,,,,,,,,,,,,,,,,,
4,정확하다,배송,좋다,상품,마음,,,,,,,,,,,,,,
4,생각,얇다,두껍다,,,,,,,,,,,,,,,,
5,두께,좋다,모양,잡히다,넉넉하다,좋다,굿,,,,,,,,,,,,
5,도톰하다,따뜻하다,요즘,유행,교복,딱이다,,,,,,,,,,,,,
5,모던,스타일,질감,좋다,입다,좋다,,,,,,,,,,,,,
4,좋다,,,,,,,,,,,,,,,,,,
5,예쁘다,디자인,만족하다,,,,,,,,,,,,,,,,
5,사이즈,여자,사람,사이즈,구매,넉넉하다,예쁘다,기모,부드럽다,지퍼,굿,,,,,,,,
5,크다,편이,사이즈,입다,편이,,,,,,,,,,,,,,
5,노란색,사서,입다,편하다,예쁘다,그레이,주문,강추,,,,,,,,,,,
3,허리,짧다,,,,,,,,,,,,,,,,,
5,옷감,좋다,편하다,좋다,,,,,,,,,,,,,,,
3,편하다,좋다,,,,,,,,,,,,,,,,,
5,손목,늘어나다,좋다,자주,입다,주머니,앞쪽,보풀,일어나다,,,,,,,,,,
5,생각,사이즈,크다,입다,,,,,,,,,,,,,,,
4,소재,가격,만족하다,,,,,,,,,,,,,,,,
5,코코아,구매,남편,좋다,다르다,그레이,그레이,예쁘다,,,,,,,,,,,
5,좋아하다,작다,걱정,입다,,,,,,,,,,,,,,,
5,에쁘다,원하다,두툼,집업,아주,좋다,,,,,,,,,,,,,
5,따뜻하다,예쁘다,사이즈,차이,크다,,,,,,,,,,,,,,
5,디자인,좋다,소재,좋다,배송,좋다,중학생,입다,딱이다,,,,,,,,,,
5,아주,만족스럽다,날씨,좋다,,,,,,,,,,,,,,,
5,디자인,생각,마음,강추,,,,,,,,,,,,,,,
5,좋다,좋다,,,,,,,,,,,,,,,,,
4,전체,사이즈,팔길이,짧다,가격,대비,좋다,,,,,,,,,,,,
5,아들,고르다,편하다,예브다,,,,,,,,,,,,,,,
5,맞다,,,,,,,,,,,,,,,,,,
5,배송,빠르다,이쁘다,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,
4,상품,편이,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,
3,입다,두껍다,후드,,,,,,,,,,,,,,,,
5,착용,좋다,디자인,예쁘다,좋다,,,,,,,,,,,,,,
4,좋다,건조기,작다,맞다,줄다,팔이,짧다,예쁘다,편하다,쓰다,,,,,,,,,
3,가볍다,입다,,,,,,,,,,,,,,,,,
4,좋다,,,,,,,,,,,,,,,,,,
3,입다,,,,,,,,,,,,,,,,,,
5,여자,사이즈,궁두이,덮다,길이,두께,얇다,적당하다,편하다,입다,좋다,,,,,,,,
3,좋다,소매,짧다,손목뼈,달랑,입다,입다,아쉽다,,,,,,,,,,,
5,빠르다,배송,바느질,가격,대비,퀄리티,좋다,,,,,,,,,,,,
5,여자,예쁘다,맞다,,,,,,,,,,,,,,,,
5,기모,따뜻하다,좋다,독특하다,예쁘다,좋다,길이,,,,,,,,,,,,
5,배송,감사하다,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,
5,기모,따뜻하다,아들,좋아하다,사이즈,좋다,,,,,,,,,,,,,
5,생각,편하다,좋다,,,,,,,,,,,,,,,,
5,가격,대비,품질,만족스럽다,,,,,,,,,,,,,,,
5,배송,배송,,,,,,,,,,,,,,,,,
5,가성비,재질,굿,,,,,,,,,,,,,,,,
5,통통하다,키,사이즈,걱정,맞다,걱정,,,,,,,,,,,,,
